customer_id,age,gender,tenure_months,monthly_usage_hours,support_calls,payment_delay_days,subscription_type,contract_length_months,total_spend,churn,last_interaction_date
405727.0,34.0,Male,52.0,20.0,3.0,20.0,Basic,12.0,939.18,0.0,2023-12-22
353836.0,21.0,Female,33.0,12.0,1.0,14.0,Premium,3.0,931.48,0.0,2023-12-21
446150.0,48.0,Male,29.0,18.0,4.0,17.0,Premium,12.0,813.33,0.0,2023-12-02
47244.0,26.0,Female,24.0,22.0,6.0,30.0,Basic,12.0,608.0,1.0,2023-12-13
14130.0,37.0,Female,25.0,7.0,5.0,6.0,Standard,12.0,612.0,1.0,2023-12-21
431226.0,32.0,Male,51.0,21.0,0.0,4.0,Standard,3.0,697.14,0.0,2023-12-24
155368.0,42.0,Male,54.0,14.0,6.0,21.0,Premium,3.0,158.0,1.0,2023-12-26
246012.0,52.0,Female,45.0,8.0,2.0,3.0,Premium,1.0,373.78,1.0,2023-12-15
244014.0,18.0,Female,59.0,14.0,4.0,27.0,Standard,12.0,290.62,1.0,2023-12-09
289207.0,43.0,Female,23.0,14.0,0.0,12.0,Basic,3.0,736.66,0.0,2023-12-25
141981.0,26.0,Female,13.0,11.0,10.0,0.0,Standard,12.0,345.0,1.0,2023-12-21
199714.0,38.0,Female,47.0,14.0,0.0,27.0,Premium,3.0,207.0,1.0,2023-12-11
56692.0,47.0,Male,6.0,11.0,5.0,8.0,Basic,3.0,709.0,1.0,2023-12-03
96809.0,42.0,Female,42.0,3.0,3.0,16.0,Premium,3.0,490.0,1.0,2023-12-31
209489.0,48.0,Female,59.0,14.0,4.0,1.0,Standard,1.0,946.56,1.0,2023-12-14
121839.0,51.0,Female,15.0,21.0,0.0,11.0,Premium,12.0,569.0,1.0,2023-12-30
55381.0,23.0,Male,44.0,30.0,6.0,23.0,Premium,3.0,789.0,1.0,2023-12-25
368545.0,33.0,Female,33.0,18.0,1.0,4.0,Premium,3.0,508.75,0.0,2023-12-26
74975.0,36.0,Male,51.0,17.0,6.0,26.0,Standard,1.0,129.0,1.0,2023-12-28
81128.0,48.0,Female,27.0,23.0,0.0,23.0,Standard,3.0,909.0,1.0,2023-12-19
399602.0,49.0,Female,39.0,15.0,3.0,12.0,Premium,3.0,583.77,0.0,2023-12-26
98976.0,49.0,Female,37.0,14.0,10.0,1.0,Standard,12.0,501.0,1.0,2023-12-15
47190.0,53.0,Female,9.0,23.0,4.0,0.0,Premium,12.0,619.0,1.0,2023-12-07
350114.0,22.0,Female,43.0,28.0,0.0,19.0,Basic,12.0,571.29,0.0,2023-12-27
298575.0,47.0,Male,35.0,3.0,4.0,15.0,Basic,3.0,963.12,0.0,2023-12-10
384523.0,43.0,Male,57.0,24.0,2.0,10.0,Basic,12.0,887.91,0.0,2023-12-29
357356.0,35.0,Male,14.0,16.0,0.0,16.0,Premium,12.0,840.97,0.0,2023-12-18
115809.0,58.0,Female,5.0,13.0,7.0,30.0,Standard,3.0,257.0,1.0,2023-12-02
340324.0,46.0,Male,37.0,29.0,4.0,19.0,Standard,12.0,806.33,0.0,2023-12-14
219810.0,20.0,Male,57.0,27.0,8.0,20.0,Basic,1.0,365.88,1.0,2023-12-28
445912.0,45.0,Male,8.0,7.0,4.0,15.0,Standard,3.0,542.58,0.0,2023-12-09
333851.0,39.0,Female,32.0,5.0,0.0,13.0,Standard,12.0,733.59,0.0,2023-12-31
88238.0,61.0,Male,37.0,15.0,5.0,25.0,Premium,1.0,497.0,1.0,2023-12-24
58187.0,30.0,Male,24.0,15.0,5.0,3.0,Standard,1.0,124.0,1.0,2023-12-23
176821.0,50.0,Female,46.0,1.0,10.0,19.0,Standard,12.0,390.0,1.0,2023-12-27
354529.0,27.0,Male,39.0,30.0,2.0,10.0,Standard,3.0,772.67,0.0,2023-12-31
116166.0,54.0,Female,16.0,6.0,5.0,15.0,Premium,12.0,836.0,1.0,2023-12-27
338693.0,37.0,Male,26.0,12.0,1.0,16.0,Basic,3.0,914.81,0.0,2023-12-10
323736.0,49.0,Male,35.0,2.0,0.0,0.0,Premium,12.0,572.58,0.0,2023-12-24
375652.0,39.0,Male,20.0,11.0,0.0,4.0,Standard,12.0,613.94,0.0,2023-12-22
189625.0,23.0,Female,5.0,29.0,4.0,10.0,Premium,12.0,244.0,1.0,2023-12-05
348260.0,34.0,Male,38.0,12.0,2.0,17.0,Premium,3.0,714.0,0.0,2023-12-21
203988.0,26.0,Male,8.0,24.0,7.0,3.0,Premium,12.0,544.0,1.0,2023-12-15
211800.0,60.0,Female,43.0,15.0,2.0,6.0,Premium,12.0,981.55,1.0,2023-12-12
370848.0,40.0,Male,29.0,4.0,3.0,10.0,Standard,3.0,913.48,0.0,2023-12-05
350626.0,47.0,Male,29.0,5.0,1.0,9.0,Standard,3.0,752.81,0.0,2023-12-13
96315.0,21.0,Female,33.0,13.0,1.0,23.0,Basic,1.0,844.0,1.0,2023-12-17
59722.0,35.0,Female,39.0,27.0,6.0,14.0,Basic,1.0,313.0,1.0,2023-12-21
330599.0,34.0,Female,57.0,28.0,0.0,1.0,Standard,12.0,517.15,0.0,2023-12-17
167716.0,36.0,Female,59.0,18.0,0.0,29.0,Premium,1.0,461.0,1.0,2023-12-04
354738.0,44.0,Male,28.0,8.0,3.0,5.0,Premium,3.0,721.97,0.0,2023-12-04
100303.0,43.0,Female,30.0,16.0,3.0,27.0,Premium,12.0,133.0,1.0,2023-12-05
439498.0,43.0,Male,9.0,18.0,4.0,17.0,Standard,3.0,594.4,0.0,2023-12-18
144540.0,53.0,Male,53.0,9.0,9.0,11.0,Basic,3.0,724.0,1.0,2023-12-09
228707.0,49.0,Male,9.0,28.0,5.0,27.0,Premium,3.0,493.43,1.0,2023-12-16
422378.0,43.0,Male,45.0,26.0,1.0,4.0,Premium,12.0,765.91,0.0,2023-12-06
165046.0,24.0,Male,5.0,15.0,10.0,23.0,Premium,1.0,423.0,1.0,2023-12-09
363923.0,43.0,Male,23.0,19.0,2.0,11.0,Basic,12.0,818.32,0.0,2023-12-26
300756.0,50.0,Male,28.0,24.0,0.0,15.0,Basic,12.0,920.15,0.0,2023-12-04
207753.0,57.0,Female,9.0,20.0,9.0,26.0,Basic,12.0,884.82,1.0,2023-12-08
86822.0,47.0,Male,13.0,18.0,6.0,15.0,Basic,1.0,723.0,1.0,2023-12-29
396168.0,38.0,Male,9.0,13.0,3.0,13.0,Premium,12.0,940.25,0.0,2023-12-28
101158.0,40.0,Female,49.0,24.0,5.0,5.0,Standard,1.0,135.0,1.0,2023-12-08
63529.0,32.0,Female,22.0,4.0,2.0,11.0,Standard,12.0,220.0,1.0,2023-12-31
4900.0,49.0,Male,4.0,16.0,0.0,12.0,Standard,1.0,390.0,1.0,2023-12-31
316391.0,43.0,Male,35.0,6.0,1.0,11.0,Basic,3.0,559.71,0.0,2023-12-30
363429.0,31.0,Male,36.0,15.0,0.0,14.0,Basic,12.0,553.04,0.0,2023-12-14
38349.0,26.0,Female,37.0,20.0,7.0,0.0,Premium,1.0,364.0,1.0,2023-12-11
18673.0,34.0,Male,24.0,18.0,7.0,11.0,Premium,1.0,222.0,1.0,2023-12-15
264476.0,44.0,Male,4.0,17.0,0.0,8.0,Premium,12.0,883.55,0.0,2023-12-31
300462.0,48.0,Male,32.0,8.0,3.0,0.0,Standard,12.0,841.68,0.0,2023-12-16
266443.0,42.0,Male,54.0,17.0,1.0,17.0,Standard,3.0,759.85,0.0,2023-12-21
421937.0,42.0,Male,11.0,10.0,3.0,14.0,Premium,3.0,808.85,0.0,2023-12-27
416343.0,30.0,Male,54.0,11.0,1.0,16.0,Basic,12.0,669.1,0.0,2023-12-20
68596.0,35.0,Male,35.0,18.0,9.0,6.0,Premium,1.0,698.0,1.0,2023-12-02
180677.0,57.0,Male,2.0,8.0,7.0,26.0,Standard,12.0,224.0,1.0,2023-12-12
169393.0,23.0,Female,59.0,29.0,3.0,22.0,Premium,1.0,312.0,1.0,2023-12-04
360816.0,37.0,Male,13.0,27.0,0.0,11.0,Basic,12.0,612.62,0.0,2023-12-18
127788.0,64.0,Male,46.0,15.0,10.0,2.0,Standard,1.0,939.0,1.0,2023-12-20
96995.0,32.0,Female,43.0,10.0,4.0,4.0,Premium,1.0,565.0,1.0,2023-12-31
164071.0,36.0,Female,7.0,16.0,2.0,10.0,Premium,3.0,343.0,1.0,2023-12-29
194284.0,36.0,Female,20.0,28.0,2.0,17.0,Standard,3.0,508.0,1.0,2023-12-10
384416.0,35.0,Male,35.0,22.0,0.0,14.0,Basic,3.0,856.08,0.0,2023-12-12
28665.0,63.0,Male,26.0,30.0,3.0,23.0,Basic,12.0,706.0,1.0,2023-12-20
150751.0,23.0,Male,13.0,30.0,0.0,30.0,Basic,12.0,387.0,1.0,2023-12-07
323464.0,40.0,Male,36.0,20.0,3.0,5.0,Premium,12.0,967.75,0.0,2023-12-19
433310.0,43.0,Female,45.0,11.0,0.0,5.0,Basic,12.0,711.55,0.0,2023-12-23
342764.0,39.0,Male,41.0,20.0,2.0,14.0,Standard,12.0,553.31,0.0,2023-12-07
412742.0,20.0,Male,12.0,21.0,0.0,9.0,Basic,12.0,885.84,0.0,2023-12-24
146769.0,22.0,Male,31.0,16.0,1.0,9.0,Premium,3.0,272.0,1.0,2023-12-29
68431.0,47.0,Male,29.0,4.0,4.0,15.0,Basic,1.0,900.0,1.0,2023-12-31
306817.0,30.0,Female,58.0,5.0,2.0,7.0,Premium,3.0,893.69,0.0,2023-12-20
322457.0,23.0,Male,56.0,29.0,2.0,18.0,Basic,12.0,543.46,0.0,2023-12-09
68427.0,38.0,Male,22.0,25.0,5.0,20.0,Premium,3.0,486.0,1.0,2023-12-27
278656.0,44.0,Male,11.0,22.0,3.0,15.0,Basic,12.0,742.01,0.0,2023-12-27
297767.0,48.0,Male,57.0,12.0,4.0,11.0,Premium,12.0,651.37,0.0,2023-12-22
444241.0,32.0,Female,38.0,1.0,0.0,0.0,Basic,12.0,978.13,0.0,2023-12-25
399346.0,34.0,Male,52.0,12.0,2.0,17.0,Premium,3.0,745.49,0.0,2023-12-04
94557.0,27.0,Male,58.0,26.0,0.0,18.0,Standard,1.0,639.0,1.0,2023-12-10
41116.0,37.0,Male,29.0,24.0,10.0,16.0,Premium,3.0,547.0,1.0,2023-12-22
335103.0,50.0,Male,35.0,3.0,4.0,10.0,Basic,12.0,774.99,0.0,2023-12-14
38234.0,22.0,Male,34.0,19.0,9.0,8.0,Premium,3.0,581.0,1.0,2023-12-15
446728.0,19.0,Female,33.0,9.0,1.0,4.0,Standard,12.0,687.84,0.0,2023-12-28
347630.0,43.0,Male,9.0,19.0,3.0,4.0,Premium,12.0,669.69,0.0,2023-12-18
181947.0,19.0,Male,24.0,19.0,5.0,22.0,Basic,3.0,879.0,1.0,2023-12-18
73891.0,36.0,Male,40.0,21.0,6.0,17.0,Premium,1.0,174.0,1.0,2023-12-18
64384.0,61.0,Female,43.0,21.0,10.0,6.0,Premium,12.0,571.0,1.0,2023-12-13
11792.0,30.0,Female,44.0,11.0,10.0,6.0,Basic,1.0,698.0,1.0,2023-12-06
373368.0,37.0,Male,26.0,11.0,2.0,4.0,Premium,3.0,758.73,0.0,2023-12-07
295588.0,27.0,Male,58.0,10.0,0.0,3.0,Standard,12.0,892.47,0.0,2023-12-15
64530.0,62.0,Male,31.0,6.0,1.0,5.0,Premium,3.0,484.0,1.0,2023-12-08
7770.0,26.0,Female,22.0,19.0,10.0,0.0,Basic,12.0,552.0,1.0,2023-12-07
421349.0,49.0,Male,1.0,25.0,3.0,16.0,Premium,3.0,630.96,0.0,2023-12-19
343638.0,40.0,Male,21.0,19.0,1.0,11.0,Premium,3.0,582.84,0.0,2023-12-08
330043.0,42.0,Male,18.0,16.0,1.0,15.0,Basic,3.0,632.19,0.0,2023-12-19
254390.0,56.0,Male,14.0,13.0,7.0,24.0,Premium,12.0,563.35,1.0,2023-12-11
277088.0,35.0,Male,36.0,9.0,3.0,13.0,Premium,12.0,770.2,0.0,2023-12-24
68137.0,65.0,Female,60.0,22.0,3.0,5.0,Premium,12.0,602.0,1.0,2023-12-03
34564.0,55.0,Male,40.0,19.0,1.0,23.0,Standard,1.0,996.0,1.0,2023-12-18
238550.0,54.0,Female,44.0,29.0,7.0,12.0,Basic,3.0,224.97,1.0,2023-12-28
49986.0,54.0,Female,1.0,12.0,6.0,0.0,Premium,1.0,385.0,1.0,2023-12-21
280087.0,32.0,Male,8.0,10.0,3.0,5.0,Premium,3.0,934.96,0.0,2023-12-29
9011.0,43.0,Female,42.0,8.0,10.0,21.0,Premium,12.0,652.0,1.0,2023-12-08
23191.0,35.0,Female,8.0,10.0,3.0,6.0,Standard,3.0,837.0,0.0,2023-12-20
230637.0,22.0,Male,20.0,28.0,8.0,6.0,Standard,3.0,266.75,1.0,2023-12-27
156642.0,64.0,Male,57.0,22.0,9.0,25.0,Basic,1.0,894.0,1.0,2023-12-22
65883.0,56.0,Female,43.0,3.0,9.0,13.0,Premium,12.0,540.0,1.0,2023-12-14
370926.0,37.0,Male,4.0,4.0,2.0,2.0,Premium,12.0,710.68,0.0,2023-12-12
259799.0,31.0,Male,23.0,15.0,10.0,15.0,Basic,1.0,868.9,1.0,2023-12-14
421682.0,31.0,Male,45.0,23.0,0.0,3.0,Basic,12.0,815.24,0.0,2023-12-31
87558.0,55.0,Male,24.0,16.0,8.0,8.0,Standard,1.0,529.0,1.0,2023-12-07
323110.0,42.0,Female,60.0,4.0,2.0,0.0,Standard,12.0,613.39,0.0,2023-12-21
376214.0,49.0,Female,17.0,24.0,0.0,18.0,Premium,12.0,976.92,0.0,2023-12-22
246054.0,64.0,Female,21.0,15.0,3.0,30.0,Standard,1.0,822.87,1.0,2023-12-30
321999.0,42.0,Male,12.0,21.0,2.0,4.0,Standard,3.0,611.6,0.0,2023-12-10
31347.0,40.0,Male,4.0,5.0,4.0,3.0,Basic,3.0,272.0,1.0,2023-12-07
127547.0,61.0,Female,21.0,18.0,1.0,23.0,Premium,3.0,690.0,1.0,2023-12-05
163758.0,57.0,Male,12.0,13.0,4.0,24.0,Basic,1.0,569.0,1.0,2023-12-30
15355.0,55.0,Female,60.0,19.0,3.0,10.0,Premium,3.0,499.0,1.0,2023-12-26
179308.0,26.0,Male,17.0,19.0,3.0,14.0,Basic,1.0,248.0,1.0,2023-12-10
203344.0,33.0,Male,51.0,30.0,2.0,16.0,Basic,3.0,743.0,0.0,2023-12-22
233262.0,60.0,Female,5.0,29.0,8.0,24.0,Standard,1.0,903.82,1.0,2023-12-17
122333.0,25.0,Female,43.0,17.0,6.0,28.0,Premium,1.0,301.0,1.0,2023-12-03
372619.0,46.0,Male,52.0,17.0,0.0,13.0,Premium,12.0,898.46,0.0,2023-12-15
236177.0,39.0,Female,13.0,11.0,9.0,8.0,Basic,12.0,913.21,1.0,2023-12-21
219504.0,54.0,Male,12.0,26.0,9.0,2.0,Basic,3.0,808.96,1.0,2023-12-09
267858.0,37.0,Male,25.0,18.0,2.0,14.0,Standard,3.0,508.19,0.0,2023-12-07
378316.0,22.0,Male,27.0,16.0,2.0,3.0,Standard,3.0,504.91,0.0,2023-12-14
388562.0,38.0,Male,34.0,11.0,1.0,1.0,Premium,12.0,664.57,0.0,2023-12-05
415847.0,20.0,Male,51.0,26.0,0.0,1.0,Premium,3.0,757.91,0.0,2023-12-22
443462.0,41.0,Female,3.0,16.0,0.0,4.0,Premium,3.0,924.32,0.0,2023-12-30
302533.0,44.0,Male,15.0,11.0,4.0,0.0,Premium,12.0,787.72,0.0,2023-12-28
191892.0,22.0,Male,39.0,16.0,1.0,6.0,Premium,3.0,665.0,0.0,2023-12-19
123582.0,28.0,Female,45.0,19.0,8.0,30.0,Standard,3.0,581.0,1.0,2023-12-30
47390.0,48.0,Male,20.0,23.0,2.0,26.0,Premium,1.0,619.0,1.0,2023-12-06
245333.0,48.0,Female,26.0,22.0,9.0,3.0,Basic,3.0,167.99,1.0,2023-12-21
366205.0,48.0,Female,30.0,21.0,2.0,12.0,Basic,12.0,837.63,0.0,2023-12-20
208727.0,35.0,Female,27.0,18.0,4.0,14.0,Standard,3.0,970.42,1.0,2023-12-14
342603.0,45.0,Male,41.0,14.0,1.0,18.0,Standard,3.0,857.57,0.0,2023-12-05
239229.0,18.0,Female,22.0,13.0,7.0,7.0,Premium,3.0,430.78,1.0,2023-12-20
36661.0,51.0,Female,52.0,19.0,10.0,5.0,Basic,3.0,245.0,1.0,2023-12-27
219592.0,39.0,Male,35.0,16.0,5.0,18.0,Standard,12.0,141.34,1.0,2023-12-21
88959.0,27.0,Female,36.0,30.0,7.0,5.0,Standard,3.0,723.0,1.0,2023-12-30
422244.0,40.0,Female,39.0,18.0,4.0,11.0,Standard,12.0,687.54,0.0,2023-12-26
254187.0,25.0,Female,27.0,12.0,9.0,9.0,Standard,3.0,946.13,1.0,2023-12-02
25902.0,61.0,Female,11.0,9.0,6.0,29.0,Basic,1.0,959.0,1.0,2023-12-22
168183.0,24.0,Male,37.0,17.0,10.0,22.0,Standard,1.0,541.0,1.0,2023-12-29
115161.0,37.0,Male,4.0,5.0,1.0,28.0,Basic,1.0,470.0,1.0,2023-12-11
123804.0,62.0,Male,35.0,2.0,6.0,2.0,Premium,3.0,686.0,1.0,2023-12-31
43806.0,42.0,Male,23.0,12.0,4.0,21.0,Standard,3.0,824.0,1.0,2023-12-18
374246.0,22.0,Female,36.0,21.0,2.0,2.0,Basic,12.0,622.88,0.0,2023-12-21
338431.0,45.0,Male,6.0,29.0,4.0,2.0,Standard,12.0,541.24,0.0,2023-12-08
376736.0,42.0,Male,42.0,4.0,1.0,17.0,Basic,3.0,613.99,0.0,2023-12-09
389953.0,24.0,Male,22.0,28.0,1.0,1.0,Basic,12.0,913.4,0.0,2023-12-29
181247.0,56.0,Female,52.0,30.0,7.0,20.0,Basic,3.0,195.0,1.0,2023-12-15
13685.0,19.0,Female,20.0,22.0,10.0,4.0,Standard,12.0,793.0,1.0,2023-12-07
335171.0,43.0,Male,53.0,18.0,0.0,10.0,Basic,12.0,755.15,0.0,2023-12-22
197263.0,43.0,Female,46.0,12.0,7.0,26.0,Basic,3.0,226.0,1.0,2023-12-23
255079.0,64.0,Male,22.0,24.0,7.0,30.0,Basic,3.0,495.48,1.0,2023-12-27
314224.0,31.0,Female,52.0,8.0,3.0,5.0,Basic,3.0,601.58,0.0,2023-12-31
237263.0,39.0,Female,11.0,19.0,8.0,6.0,Premium,12.0,745.41,1.0,2023-12-28
260705.0,32.0,Male,24.0,27.0,8.0,14.0,Basic,12.0,220.42,1.0,2023-12-15
417146.0,30.0,Male,30.0,13.0,0.0,1.0,Standard,3.0,788.69,0.0,2023-12-11
66547.0,28.0,Female,46.0,7.0,6.0,30.0,Basic,3.0,350.0,1.0,2023-12-04
55031.0,30.0,Female,29.0,19.0,7.0,7.0,Premium,1.0,275.0,1.0,2023-12-06
180342.0,35.0,Male,3.0,28.0,5.0,19.0,Premium,1.0,675.0,1.0,2023-12-07
139301.0,63.0,Male,21.0,14.0,2.0,21.0,Basic,1.0,669.0,1.0,2023-12-19
162952.0,63.0,Male,38.0,5.0,3.0,14.0,Basic,1.0,981.0,1.0,2023-12-16
11675.0,49.0,Male,3.0,29.0,5.0,2.0,Premium,1.0,531.0,1.0,2023-12-11
63572.0,22.0,Male,14.0,26.0,2.0,5.0,Standard,3.0,155.0,1.0,2023-12-30
160210.0,45.0,Female,11.0,2.0,4.0,9.0,Standard,1.0,309.0,1.0,2023-12-08
386657.0,49.0,Male,57.0,11.0,0.0,4.0,Basic,3.0,538.49,0.0,2023-12-26
208119.0,22.0,Female,28.0,16.0,6.0,27.0,Standard,12.0,124.69,1.0,2023-12-20
217136.0,27.0,Male,12.0,18.0,9.0,25.0,Basic,3.0,699.07,1.0,2023-12-08
429438.0,27.0,Male,4.0,3.0,1.0,1.0,Standard,3.0,652.3,0.0,2023-12-06
98308.0,27.0,Male,18.0,8.0,9.0,1.0,Standard,12.0,135.0,1.0,2023-12-22
109165.0,42.0,Male,25.0,21.0,3.0,9.0,Standard,1.0,357.0,1.0,2023-12-04
220768.0,52.0,Female,49.0,28.0,9.0,0.0,Basic,1.0,642.21,1.0,2023-12-05
394549.0,37.0,Male,19.0,10.0,2.0,1.0,Standard,12.0,658.08,0.0,2023-12-29
161365.0,50.0,Female,20.0,4.0,3.0,13.0,Premium,12.0,346.0,1.0,2023-12-17
272939.0,33.0,Female,52.0,1.0,0.0,13.0,Standard,3.0,948.96,0.0,2023-12-22
61612.0,26.0,Female,9.0,11.0,0.0,17.0,Premium,12.0,603.0,1.0,2023-12-04
375747.0,31.0,Male,11.0,22.0,2.0,17.0,Premium,3.0,915.05,0.0,2023-12-25
53059.0,57.0,Female,9.0,25.0,5.0,22.0,Basic,3.0,550.0,1.0,2023-12-09
148320.0,53.0,Female,3.0,3.0,6.0,27.0,Premium,12.0,471.0,1.0,2023-12-05
17734.0,23.0,Female,41.0,27.0,1.0,10.0,Premium,3.0,243.0,1.0,2023-12-02
341583.0,22.0,Female,32.0,5.0,0.0,2.0,Premium,12.0,665.16,0.0,2023-12-21
393201.0,28.0,Male,1.0,21.0,0.0,10.0,Premium,12.0,933.86,0.0,2023-12-26
236904.0,29.0,Female,50.0,26.0,5.0,27.0,Standard,3.0,812.05,1.0,2023-12-03
361371.0,27.0,Male,46.0,3.0,1.0,11.0,Standard,12.0,654.15,0.0,2023-12-05
334982.0,28.0,Female,38.0,17.0,2.0,15.0,Standard,12.0,859.74,0.0,2023-12-26
145539.0,19.0,Male,50.0,17.0,7.0,3.0,Premium,3.0,780.0,1.0,2023-12-30
184300.0,25.0,Female,44.0,1.0,1.0,5.0,Basic,1.0,104.0,1.0,2023-12-23
18786.0,52.0,Female,8.0,29.0,4.0,25.0,Basic,12.0,872.0,1.0,2023-12-03
247772.0,60.0,Female,46.0,24.0,0.0,26.0,Standard,1.0,469.46,1.0,2023-12-17
406767.0,32.0,Male,38.0,3.0,3.0,5.0,Premium,12.0,532.09,0.0,2023-12-02
265569.0,32.0,Male,54.0,18.0,1.0,14.0,Standard,3.0,646.66,0.0,2023-12-27
131960.0,47.0,Male,40.0,13.0,4.0,18.0,Basic,1.0,595.0,1.0,2023-12-30
52653.0,53.0,Female,17.0,22.0,1.0,27.0,Basic,3.0,553.0,1.0,2023-12-17
362250.0,45.0,Male,55.0,1.0,4.0,19.0,Basic,12.0,620.74,0.0,2023-12-03
87508.0,35.0,Female,58.0,13.0,1.0,17.0,Basic,1.0,987.0,1.0,2023-12-14
60111.0,31.0,Female,28.0,18.0,4.0,11.0,Basic,3.0,146.0,1.0,2023-12-23
60104.0,21.0,Male,32.0,4.0,2.0,5.0,Basic,1.0,337.0,1.0,2023-12-13
312225.0,41.0,Male,34.0,16.0,2.0,14.0,Basic,3.0,657.64,0.0,2023-12-20
186635.0,53.0,Female,7.0,22.0,2.0,30.0,Premium,1.0,841.0,1.0,2023-12-13
400632.0,42.0,Male,40.0,5.0,1.0,1.0,Standard,3.0,953.99,0.0,2023-12-03
423882.0,29.0,Male,19.0,30.0,1.0,10.0,Basic,12.0,811.19,0.0,2023-12-16
361316.0,36.0,Male,32.0,2.0,2.0,9.0,Standard,12.0,781.67,0.0,2023-12-26
340640.0,49.0,Female,45.0,11.0,2.0,8.0,Premium,3.0,882.02,0.0,2023-12-17
325277.0,45.0,Female,39.0,1.0,0.0,20.0,Basic,12.0,518.91,0.0,2023-12-30
426906.0,50.0,Female,53.0,8.0,2.0,20.0,Standard,3.0,685.29,0.0,2023-12-20
383640.0,48.0,Male,32.0,21.0,2.0,3.0,Basic,12.0,520.66,0.0,2023-12-17
308651.0,31.0,Male,34.0,6.0,0.0,10.0,Basic,3.0,916.09,0.0,2023-12-14
263422.0,25.0,Male,18.0,23.0,2.0,1.0,Basic,3.0,669.59,0.0,2023-12-31
